Number of deaths from drought;Number of people injured from drought;Number of people affected from drought;Number of people left homeless from drought;Number of total people affected by drought;Reconstruction costs from drought;Insured damages against drought;Total economic damages from drought;Death rates from drought;Injury rates from drought;"Number of people affected by drought per 100,000";Homelessness rate from drought;"Total number of people affected by drought per 100,000";Number of deaths from earthquakes;Number of people injured from earthquakes;Number of people affected by earthquakes;Number of people left homeless from earthquakes;Number of total people affected by earthquakes;Reconstruction costs from earthquakes;Insured damages against earthquakes;Total economic damages from earthquakes;Death rates from earthquakes;Injury rates from earthquakes;"Number of people affected by earthquakes per 100,000";Homelessness rate from earthquakes;"Total number of people affected by earthquakes per 100,000";Number of deaths from disasters;Number of people injured from disasters;Number of people affected by disasters;Number of people left homeless from disasters;Number of total people affected by disasters;Reconstruction costs from disasters;Insured damages against disasters;Total economic damages from disasters;Death rates from disasters;Injury rates from disasters;"Number of people affected by disasters per 100,000";Homelessness rate from disasters;"Total number of people affected by disasters per 100,000";Number of deaths from volcanic activity;Number of people injured from volcanic activity;Number of people affected by volcanic activity;Number of people left homeless from volcanic activity;Number of total people affected by volcanic activity;Reconstruction costs from volcanic activity;Insured damages against volcanic activity;Total economic damages from volcanic activity;Death rates from volcanic activity;Injury rates from volcanic activity;"Number of people affected by volcanic activity per 100,000";Homelessness rate from volcanic activity;"Total number of people affected by volcanic activity per 100,000";Number of deaths from floods;Number of people injured from floods;Number of people affected by floods;Number of people left homeless from floods;Number of total people affected by floods;Reconstruction costs from floods;Insured damages against floods;Total economic damages from floods;Death rates from floods;Injury rates from floods;"Number of people affected by floods per 100,000";Homelessness rate from floods;"Total number of people affected by floods per 100,000";Number of deaths from mass movements;Number of people injured from mass movements;Number of people affected by mass movements;Number of people left homeless from mass movements;Number of total people affected by mass movements;Reconstruction costs from mass movements;Insured damages against mass movements;Total economic damages from mass movements;Death rates from mass movements;Injury rates from mass movements;"Number of people affected by mass movements per 100,000";Homelessness rate from mass movements;"Total number of people affected by mass movements per 100,000";Number of deaths from storms;Number of people injured from storms;Number of people affected by storms;Number of people left homeless from storms;Number of total people affected by storms;Reconstruction costs from storms;Insured damages against storms;Total economic damages from storms;Death rates from storms;Injury rates from storms;"Number of people affected by storms per 100,000";Homelessness rate from storms;"Total number of people affected by storms per 100,000";Number of deaths from landslides;Number of people injured from landslides;Number of people affected by landslides;Number of people left homeless from landslides;Number of total people affected by landslides;Reconstruction costs from landslides;Insured damages against landslides;Total economic damages from landslides;Death rates from landslides;Injury rates from landslides;"Number of people affected by landslides per 100,000";Homelessness rate from landslides;"Total number of people affected by landslides per 100,000";Number of deaths from fog;Number of people injured from fog;Number of people affected by fog;Number of people left homeless from fog;Number of total people affected by fog;Reconstruction costs from fog;Insured damages against fog;Total economic damages from fog;Death rates from fog;Injury rates from fog;"Number of people affected by fog per 100,000";Homelessness rate from fog;"Total number of people affected by fog per 100,000";Number of deaths from wildfires;Number of people injured from wildfires;Number of people affected by wildfires;Number of people left homeless from wildfires;Number of total people affected by wildfires;Reconstruction costs from wildfires;Insured damages against wildfires;Total economic damages from wildfires;Death rates from wildfires;Injury rates from wildfires;"Number of people affected by wildfires per 100,000";Homelessness rate from wildfires;"Total number of people affected by wildfires per 100,000";Number of deaths from extreme temperatures;Number of people injured from extreme temperatures;Number of people affected by extreme temperatures;Number of people left homeless from extreme temperatures;Number of total people affected by extreme temperatures;Reconstruction costs from extreme temperatures;Insured damages against extreme temperatures;Total economic damages from extreme temperatures;Death rates from extreme temperatures;Injury rates from extreme temperatures;"Number of people affected by extreme temperatures per 100,000";Homelessness rate from extreme temperatures;"Total number of people affected by extreme temperatures per 100,000";Number of deaths from glacial lake outbursts;Number of people injured from glacial lake outbursts;Number of people affected by glacial lake outbursts;Number of people left homeless from glacial lake outbursts;Number of total people affected by glacial lake outbursts;Reconstruction costs from glacial lake outbursts;Insured damages against glacial lake outbursts;Total economic damages from glacial lake outbursts;Death rates from glacial lake outbursts;Injury rates from glacial lake outbursts;"Number of people affected by glacial lake outbursts per 100,000";Homelessness rate from glacial lake outbursts;"Total number of people affected by glacial lake outbursts per 100,000";Total economic damages from disasters as a share of GDP;Total economic damages from drought as a share of GDP;Total economic damages from earthquakes as a share of GDP;Total economic damages from extreme temperatures as a share of GDP;Total economic damages from floods as a share of GDP;Total economic damages from landslides as a share of GDP;Total economic damages from mass movements as a share of GDP;Total economic damages from storms as a share of GDP;Total economic damages from volcanic activity as a share of GDP;Total economic damages from volcanic activity as a share of GDP;Entity;Year;deaths_rate_per_100k_storm;injured_rate_per_100k_storm;total_affected_rate_per_100k_all_disasters
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2101.2;42.5;6081.1;80;6203.6;0;368800;1076340;3.482.543.227;0.069646422;1.012.077.469;0.130338756;;0;0;0;0;0;0;0;0;0;0;0;0;0;4.4;1.3;5366.1;0;5367.4;0;140800;282235;0.007348923;0.002201777;8.949.956.239;0;8.952.158.016;0;0;0;0;0;0;0;0;0;0;0;0;0;6.8;20.8;415;80;515.8;0;228000;353105;;;0.672909667;0.130338756;0.83805119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0.4;300;0;300.4;0;0;1000;0.001157073;0.000663878;0.497908783;0;0.498572661;2089.3;20;0;0;20;0;0;440000;3.462.835.275;0.031977999;0;0;0.031977999;0;0;0;0;0;0;0;0;;;;;;0.054144418;0;0;0.023906807;0.017075214;0;0;0.013116863;0;0.0000455;France;2000;0.011201955;0.034802767;1.032.075.987
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;75;0;75.4;0;0;0;0;0.000614156;0.115154307;0;0.115768463;490.5;25.9;52857.5;0;52883.4;0;625500;1162100;0.759022401;0.040277412;8.394.030.723;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;9.5;10.2;1371;0;1381.2;0;366900;649400;0.014831663;0.015712269;2.132.044.964;0;2.147.757.232;0;0;0;0;0;0;0;0;0;0;0;0;0;8.2;14.1;50211.5;0;50225.6;0;258600;512700;;;7.984.248.414;0;798.645.845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;1200;0;1201.2;0;0;0;0;0.001850624;1.850.623.814;0;1.852.474.438;472.8;0;0;0;0;0;0;0;0.731277334;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0.04440229;0;0;0;0.02512499;0;0;0.0192773;0;0;France;2010;0.012913404;0.022100363;8.398.058.464
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7000;7000;0;0;0;0;0;0;4.929.577.465;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7000;7000;0;0;0;0;0;0;4.929.577.465;4.929.577.465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;French Guiana;1990;0;0;4.929.577.465
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;0;0;0.5;0;0;0;0.613496933;0.306748466;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0.5;0;0;0.5;0;0;0;0.613496933;0.306748466;0;0;0.306748466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;French Guiana;2000;0;0;0.306748466
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;French Guiana;2010;0;0;0
0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;French Polynesia;1950;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;French Polynesia;1960;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;French Polynesia;1970;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7;5;500;0;505;0;0;3700;0.953921035;2.994.011.976;2.994.011.976;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;5;500;0;505;0;0;3700;;;2.994.011.976;0;3.023.952.096;1;0;0;0;0;0;0;0;0.534759358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0.276967816;0;0;0;0;0;0;0.276967816;0;0;French Polynesia;1980;0.419161677;2.994.011.976;3.023.952.096
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;1.1;50;0;51.1;0;0;0;0.560344828;0.474137931;2.155.172.414;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;1.3;1.1;50;0;51.1;0;0;0;0.560344828;0.474137931;2.155.172.414;0;2.202.586.207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;French Polynesia;1990;0;0;2.202.586.207
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;French Polynesia;2000;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1.5;790;50;841.5;0;0;1300;0.037593985;0.558461371;2.908.630.271;1.811.594.203;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;450;50;500.4;0;0;200;0;0.144927536;1.630.434.783;1.811.594.203;1.813.043.478;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1.1;340;0;341.1;0;0;1100;;;1.278.195.489;0;1.282.330.827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;French Polynesia;2010;0.037593985;0.413533835;3.095.374.305
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;1000;0;0;0;0;0;1.113.585.746;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;1000;0;0;0;0;0;1.113.585.746;0;1.113.585.746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;Gabon;1980;0;0;1.113.585.746
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;Gabon;1990;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;80;0;0;0;0;0;0;5.098.789.038;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;80;0;0;0;;;0;5.098.789.038;5.098.789.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;Gabon;2000;0;0;5.098.789.038
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;8137.5;0;8137.5;0;0;0;0.005714286;0;4.665.650.246;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;7784.5;0;7784.5;0;0;0;0.005714286;0;4.448.285.714;0;4.448.285.714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;0;353;0;0;0;;;217.364.532;0;217.364.532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;Gabon;2010;0;0;4.665.650.246
0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;Gambia;1910;0;0;0
0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;Gambia;1920;0;0;0
0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;Gambia;1930;0;0;0
0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;Gambia;1940;0;0;0
0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;Gambia;1950;0;0;0
0;0;33000;0;33000;0;0;70;0;0;7.426.170.141;0;7.426.170.141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33000;0;33000;0;0;70;0;0;7.426.170.141;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0.165753646;0.165753646;0;0;0;0;0;0;0;0;Gambia;1960;0;0;7.426.170.141
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;500;0;0;0;0;0;0;9.861.932.939;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;500;0;0;0;0;0;0;9.861.932.939;9.861.932.939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;Gambia;1970;0;0;9.861.932.939
0;0;50000;0;50000;0;0;0;0;0;7.849.293.564;0;7.849.293.564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50000;0;50000;0;0;0;0;0;7.849.293.564;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;Gambia;1980;0;0;7.849.293.564
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.3;0;3100;500;3600;0;0;0;0.415035239;0;2.457.973.074;3.915.426.782;;0;0;0;0;0;0;0;0;0;0;0;0;0;5.3;0;3100;500;3600;0;0;0;0.415035239;0;2.457.973.074;3.915.426.782;2.849.515.752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;Gambia;1990;0;0;2.849.515.752
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1;13.1;3148.3;40;3201.4;0;0;0;0.070138282;0.879197475;1.963.115.532;2.368.265.246;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;1480.8;40;1520.8;0;0;0;0.036088573;0;8.561.003.232;2.368.265.246;8.797.829.757;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;13.1;1667.5;0;1680.6;0;0;0;;;1.107.015.208;0;1.115.807.183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;Gambia;2000;0.034049709;0.879197475;1.995.590.159
0;0;49110;0;49110;0;0;0;0;0;2.549.211.969;0;2.549.211.969;0;0;0;0;0;0;0;0;0;0;0;0;0;2.1;10.1;56836.1;0;56846.2;0;0;0;0.104514549;0.430153322;2.937.527.843;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7;0;6226.1;0;6226.1;0;0;0;0.087478774;0;3.244.317.169;0;3.244.317.169;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;10.1;1500;0;1510.1;0;0;0;;;6.388.415.673;0;6.431.431.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;Gambia;2010;0.017035775;0.430153322;2.937.957.996
0;0;0;0;0;0;0;0;0;0;0;0;0;0.9;21;219;135;375;0;0;0;0.016774631;0.391085223;4.075.935.232;2.512.562.814;6.979.583.269;1.7;21;279;155;455;0;0;3170;0.033646273;0.391085223;5.315.771.798;2.937.191.264;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;60;20;80;0;0;3170;0.016871642;0;1.239.836.566;0.42462845;1.664.465.016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0.092200127;0;0;0;0.092200127;0;0;0;0;0;Georgia;1990;0;0;8.644.048.285
0;0;69600;0;69600;0;0;20000;0;0;1.595.598.349;0;1.595.598.349;0.6;7.6;2530;108.6;2646.2;0;0;35000;0.014087814;0.178924473;5.998.619.036;2.549.894.341;6.271.500.918;0.7;7.6;72530;117.6;72655.2;0;0;55215.6;0.016454118;0.178924473;1.665.049.247;2.762.861.686;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;310;9;319;0;0;215.6;0.002366304;0;7.370.223.187;0.212967345;7.583.190.532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;90;0;0;0;;;2.094.484.524;0;2.094.484.524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;168.904.781;0.654134467;1.030.706.813;0;0.00420653;0;0;0;0;0;Georgia;2000;0;0;1.667.991.034
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.2;3.6;15705.1;600;16308.7;0;0;11700;0.128859387;0.088582677;3.873.876.579;1.476.377.953;;0;0;0;0;0;0;0;0;0;0;0;0;0;5.2;1.8;15530.1;0;15531.9;0;0;2600;0.128859387;0.044291339;3.830.656.031;0;3.831.098.944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;175;600;776.8;0;0;9100;;;4.322.054.828;1.476.377.953;1.913.012.569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0.072390317;0;0;0;0.017200012;0;0;0.055190305;0;0;Georgia;2010;0;0.044291339;4.022.400.201
